x,y,z,qx,qy,qz,qw,speed
89659.9,43161.3,0,0,0,0.352911,0.935657,9.72222
89661.7,43163,0,0,0,0.461441,0.887171,9.72222
89663.2,43165.3,0,0,0,0.459305,0.888279,9.72222
89665.1,43168,-2.09408e-05,0,0,0.313284,0.949659,8.33333
89667.4,43169.7,0,0,0,-0.0896565,0.995973,8.33333
89670.6,43169.9,0,0,0,-0.245856,0.969306,8.33333
89673,43168.6,0,0,0,-0.360818,0.932636,9.72222
89675.2,43166.6,0,0,0,-0.504306,0.863525,9.72222
89676.9,43164.1,0,0,0,-0.530442,0.847721,9.72222
89677.9,43161.9,0,0,0,-0.58976,0.807579,9.72222
89678.8,43159.3,0,0,0,-0.698797,0.71532,9.72222
89679,43156.5,0,0,0,-0.779777,0.626058,8.33333
89678.4,43153.8,0,0,0,-0.926828,0.375485,8.33333
89676.8,43151.5,0,0,0,-0.969684,0.244361,8.33333
89674.4,43150.2,0,0,0,-0.946204,0.32357,9.72222
89671.8,43148.8,0,0,0,-0.971014,0.239024,9.72222
89669.2,43147.9,0,0,0,-0.990804,0.135304,9.72222
89666.4,43147.1,0,0,0,-0.995449,0.0952907,8.33333
89663.3,43146.5,0,0,0,-0.977878,0.209175,8.33333
89660.6,43145.3,0,0,0,-0.933167,0.359442,8.33333
89658.5,43143.4,0,0,0,-0.863258,0.504762,8.33333
89657,43140.8,0,0,0,-0.796499,0.60464,8.33333
89656.2,43137.9,0,0,0,-0.721723,0.692182,9.72222
89656.1,43134.7,0,0,0,-0.667034,0.745027,9.72222
89656.1,43132.1,0,0,0,-0.791745,0.610851,9.72222
89655.5,43129.8,0,0,0,-0.802482,0.596677,8.33333
89654.7,43127.1,0,0,0,-0.889511,0.456913,8.33333
89653.1,43124.9,0,0,0,-0.943686,0.330843,8.33333
89651.1,43123.3,0,0,0,-0.989994,0.141106,8.33333
89648.7,43122.6,0,0,0,-0.995748,0.0921137,9.72222
89646.4,43122.2,0,0,0,-0.999815,0.019259,9.72222
89638.7,43122.2,0,0,0,0.997086,0.0762807,9.72222
