x,y,z,qx,qy,qz,qw,speed
89623.9,43187.4,0,0,0,0.129383,0.991595,4.16667
89626.7,43188.2,0,0,0,-0.0738567,0.997269,4.16667
89629.7,43187.7,0,0,0,-0.257591,0.966254,4.16667
89632.1,43186.3,0,0,0,-0.307613,0.951512,4.16667
89634.6,43184.5,0,0,0,-0.285239,0.958457,4.16667
89637.2,43182.8,0,0,0,-0.163097,0.98661,4.16667
89640,43181.9,0,0,0,-0.0102367,0.999948,4.16667
89642.9,43181.8,0,0,0,0.0930897,0.995658,4.16667
89645.8,43182.4,0,0,0,0.178075,0.984017,4.16667
89648.6,43183.4,0,0,0,0.241111,0.970498,4.16667
89651.3,43184.8,0,0,0,0.233975,0.972243,4.16667
89654,43186.2,0,0,0,0.197508,0.980301,4.16667
89656.7,43187.3,0,0,0,0.056364,0.99841,4.16667
89659.6,43187.7,0,0,0,-0.145469,0.989363,4.16667
89662.5,43186.8,0,0,0,-0.42261,0.906311,4.16667
89663.8,43185.2,0,0,0,-0.61422,0.789135,4.16667
89664.6,43182,0,0,0,-0.72301,0.690837,4.16667
89664.5,43179.3,0,0,0,-0.883558,0.468321,4.16667
89663,43177.1,0,0,0,-0.980175,0.198135,4.16667
89660.2,43175.9,0,0,0,-0.997178,0.0750719,4.16667
89657.2,43175.4,0,0,0,-0.997254,0.0740582,4.16667
89654.3,43175,0,0,0,-0.999403,0.0345591,4.16667
89651.4,43174.8,0,0,0,-0.98346,0.181125,4.16667
89648.4,43173.7,0,0,0,-0.947133,0.320841,4.16667
89646.1,43171.9,0,0,0,-0.835952,0.548803,4.16667
89645.2,43169.7,0,0,0,-0.642321,0.766436,4.16667
89645.7,43166.6,0,0,0,-0.476306,0.87928,4.16667
89647.2,43164.3,0,0,0,-0.402601,0.915376,4.16667
89649,43162.3,0,0,0,-0.212259,0.977213,4.16667
89651.8,43161.1,0,0,0,-0.195738,0.980656,4.16667
89654.5,43159.9,0,0,0,-0.0527849,0.998606,4.16667
89657.5,43159.6,0,0,0,0.141186,0.989983,4.16667
89660.4,43160.5,0,0,0,0.351021,0.936368,4.16667
89662.4,43162.3,0,0,0,0.53549,0.844542,4.16667
89663.7,43165,0,0,0,0.511028,0.859564,4.16667
89665.2,43167.8,0,0,0,0.424725,0.905322,4.16667
89667.3,43170.2,0,0,0,0.112211,0.993684,4.16667
89670.3,43170.9,0,0,0,-0.230744,0.973015,4.16667
89673.1,43169.5,0,0,0,-0.323006,0.946397,4.16667
89675.5,43167.6,0,0,0,-0.424476,0.905439,4.16667
89677.4,43165.3,0,0,0,-0.509104,0.860705,4.16667
89678.9,43162.7,0,0,0,-0.601335,0.798997,4.16667
89679.7,43159.8,0,0,0,-0.706174,0.708039,4.16667
89679.7,43156.9,0,0,0,-0.808032,0.589138,4.16667
89678.8,43154.1,0,0,0,-0.885312,0.464997,4.16667
89677.1,43151.6,0,0,0,-0.940498,0.339798,4.16667
89674.8,43149.7,0,0,0,-0.97392,0.226892,4.16667
89672.1,43148.4,0,0,0,-0.989185,0.146673,4.16667
89669.3,43147.5,0,0,0,-0.997181,0.07503,4.16667
89666.4,43147.1,0,0,0,-0.996143,0.0877477,4.16667
89663.3,43146.5,0,0,0,-0.996104,0.0881856,4.16667
89660.3,43146,0,0,0,-0.919541,0.392995,4.16667
89658.2,43143.9,0,0,0,-0.825807,0.563953,4.16667
89657,43140.8,0,0,0,-0.795063,0.606527,4.16667
89656.2,43137.9,0,0,0,-0.721723,0.692182,4.16667
89656.1,43134.7,0,0,0,-0.667034,0.745027,4.16667
89656.4,43132.1,0,0,0,-0.717595,0.69646,4.16667
89656.3,43129.3,0,0,0,-0.771432,0.636312,4.16667
89655.6,43125.4,0,0,0,-0.883,0.469374,4.16667
89654.2,43123.3,0,0,0,-0.91014,0.414302,4.16667
89652.2,43121.1,0,0,0,-0.992615,0.121308,4.16667
89649.7,43120.5,0,0,0,-0.999904,0.0138621,4.16667
89646.9,43120.4,0,0,0,0.999677,0.0254281,4.16667
89643.8,43120.5,0,0,0,0.988138,0.153571,4.16667
89640.9,43121.5,0,0,0,0.992268,0.124116,4.16667
89638.3,43122.1,0,0,0,0.949757,0.312989,4.16667
89635.9,43123.9,0,0,0,0.923158,0.38442,4.16667
89633.8,43126,0,0,0,0.905278,0.42482,4.16667
89631.9,43128.3,0,0,0,0.894858,0.446352,4.16667
89630.1,43130.7,0,0,0,0.890874,0.454251,4.16667
